Kreditgruppe	Glaeubiger	Darlehensnummer und Geschaeftszeichen	Laufzeit	Art	TA	Verwendung	"urspruengl. Schuld"	"Urspruengl. Schuld aufgeteilt"	"Stand am Jahresanfang"	"Jahresanfang aufgeteilt"	"Jahresanfang aufgeteilt"	"Zinsen und Nebenkosten"	"Zinsen u. NK aufgeteilt"	"Zinsen u. NK aufgeteilt"	Tilgung	"Tilgung aufgeteilt"	"Tilgung aufgeteilt"	Zuzaehlung	"Zuzaehlung aufgeteilt"	"Zuzaehlung aufgeteilt"	"Stand am Jahresende"	"Jahresende aufgeteilt"	"Jahresende aufgeteilt"	Ersaetze	"Ersaetze aufgeteilt"	"Ersaetze aufgeteilt"	TA
Finanzunternehmen	UniCredit Bank Austria			2	2500	Schuelerhorte		789.400,00		728.676,92	728.700,00		5.062,96	5.100,00		60.723,08	60.700,00					667.953,84	668.000,00				2500
Finanzunternehmen	UniCredit Bank Austria			1	2690	Koerperliche Ertuechtigung		173.000,00		159.692,31	159.700,00		1.109,57	1.100,00		13.307,69	13.300,00					146.384,62	146.400,00				2690
Finanzunternehmen	UniCredit Bank Austria			1	2800	Foerderung von Universitaeten und Hochschulen		208.000,00		192.000,00	192.000,00		1.334,04	1.300,00		16.000,00	16.000,00					176.000,00	176.000,00				2800
Finanzunternehmen	UniCredit Bank Austria			2	3400	Museen der Stadt Linz		894.300,00		825.507,69	825.500,00		5.735,75	5.700,00		68.792,31	68.800,00					756.715,38	756.700,00				3400
Finanzunternehmen	UniCredit Bank Austria			1	3510	Kunst- und Kulturfoerderung		115.000,00		106.153,85	106.200,00		737,57	700		8.846,15	8.800,00					97.307,69	97.400,00				3510
Finanzunternehmen	UniCredit Bank Austria			1	4111	Geschlossene Sozialhilfe		1.640.000,00		1.513.846,15	1.513.800,00		10.518,43	10.500,00		126.153,85	126.200,00					1.387.692,30	1.387.600,00				4111
Finanzunternehmen	UniCredit Bank Austria			1	4290	Volkshaeuser		261.200,00		241.107,69	241.100,00		1.675,25	1.700,00		20.092,31	20.100,00					221.015,38	221.000,00				4290
Finanzunternehmen	UniCredit Bank Austria			1	4890	Foerderung des Wohnbaues und Altwohnhausbesitzes		830.000,00		766.153,85	766.200,00		5.323,35	5.300,00		63.846,15	63.800,00					702.307,69	702.400,00				4890
Finanzunternehmen	UniCredit Bank Austria			1	5120	Mutterberatung		4.000,00		3.692,31	3.700,00		25,65	0		307,69	300					3.384,62	3.400,00				5120
Finanzunternehmen	UniCredit Bank Austria			1	6100	"Bundesstrazslig;en"		400.000,00		369.230,77	369.200,00		2.565,47	2.600,00		30.769,23	30.800,00					338.461,54	338.400,00				6100
Finanzunternehmen	UniCredit Bank Austria			1	6120	"Gemeindestrazslig;en - Strazslig;enerhaltung"		1.369.800,00		1.264.430,77	1.264.400,00		8.785,45	8.800,00		105.369,23	105.400,00					1.159.061,54	1.159.000,00				6120
Finanzunternehmen	UniCredit Bank Austria			1	6390	Uferschutzbauten,Bachregulierung,Gewaesseraufsicht		20.000,00		18.461,54	18.500,00		128,27	100		1.538,46	1.500,00					16.923,08	17.000,00				6390
Finanzunternehmen	UniCredit Bank Austria			1	6400	"Einrichtungen und Mazslig;nahmen nach der StVO"		201.500,00		186.000,00	186.000,00		1.292,36	1.300,00		15.500,00	15.500,00					170.500,00	170.500,00				6400
Finanzunternehmen	UniCredit Bank Austria			1	8140	"Strazslig;enreinigung"		123.900,00		114.369,23	114.400,00		794,65	800		9.530,77	9.500,00					104.838,45	104.900,00				8140
Finanzunternehmen	UniCredit Bank Austria			1	8160	oeffentliche Beleuchtung und oeffentliche Uhren		973.000,00		898.153,85	898.200,00		6.240,51	6.200,00		74.846,15	74.800,00					823.307,69	823.400,00				8160
Finanzunternehmen	UniCredit Bank Austria			2	8401	Grundbesitz - oeffentliches Gut		120.000,00		110.769,23	110.800,00		769,64	800		9.230,77	9.200,00					101.538,46	101.600,00				8401
Finanzunternehmen	UniCredit Bank Austria			2	8590	Maerkte		10.000,00		9.230,77	9.200,00		64,14	100		769,23	800					8.461,54	8.400,00				8590
Finanzunternehmen	UniCredit Bank Austria	UniCredit 10017 631 796   (902 06 11 22)	Laufzeit von 2016 bis 2031	1	8530	Wohn- und Geschaeftsgebaeude	26.106.700,00	349.200,00	26.106.700,00	349.200,00	349.200,00	225.101,63	3.010,93	3.000,00	1.740.446,67	23.280,00	23.300,00	0			24.366.253,33	325.920,00	325.900,00	0			8530
Finanzunternehmen	UniCredit Bank Austria			2	8590	Maerkte		10.000,00		10.000,00	10.000,00		86,22	100		666,67	700					9.333,33	9.300,00				8590
Finanzunternehmen	UniCredit Bank Austria			1	8790	Linz AG		6.552.200,00		6.552.200,00	6.552.200,00		56.495,49	56.500,00		436.813,33	436.800,00					6.115.386,67	6.115.400,00				8790
Finanzunternehmen	UniCredit Bank Austria			1	8993	Immobilien Linz GmbH		13.031.300,00		13.031.300,00	13.031.300,00		112.360,69	112.400,00		868.753,33	868.800,00					12.162.546,67	12.162.500,00				8993
Finanzunternehmen	UniCredit Bank Austria			1	8995	Informations- und Kommunikationstechnologie		164.000,00		164.000,00	164.000,00		1.414,08	1.400,00		10.933,34	10.900,00					153.066,66	153.100,00				8995
Finanzunternehmen	UniCredit Bank Austria			1	9500	Aufgenommene Darlehen,Schuldendienst		6.000.000,00		6.000.000,00	6.000.000,00		51.734,22	51.700,00		400.000,00	400.000,00					5.600.000,00	5.600.000,00				9500
Finanzunternehmen	UniCredit Bank Austria	Unicredit  IBAN AT41 1200 0100 1333 0484    (902-06/11/21)	Laufzeit von 2015 bis 2030	2	8530	Wohn- und Geschaeftsgebaeude	15.000.000,00	150.000,00	15.000.000,00	150.000,00	150.000,00	121.666,66	1.216,67	1.200,00	0	0	0	0			15.000.000,00	150.000,00	150.000,00	0			8530
Finanzunternehmen	UniCredit Bank Austria			2	8590	Maerkte		50.000,00		50.000,00	50.000,00		405,55	400		0	0					50.000,00	50.000,00				8590
Finanzunternehmen	UniCredit Bank Austria			1	8993	Immobilien Linz GmbH		14.800.000,00		14.800.000,00	14.800.000,00		120.044,44	120.000,00		0	0					14.800.000,00	14.800.000,00				8993
Finanzunternehmen	UniCredit Bank Austria	UniCredit     400 139 507           (902-06/11/09)	Laufzeit von 2001 bis 2017	2	8994	Allgemeines oeffentliches Krankenhaus d.Stadt Linz	6.075.000,00	4.975.004,47	232.233,01	232.233,01	232.200,00	0,01	0,01	0	232.233,01	232.233,01	232.200,00	0			0	0	0	0			8994
Finanzunternehmen	UniCredit Bank Austria	UniCredit     400 139 515              (902-06/11/10)	Laufzeit von 2001 bis 2017	2	2690	Koerperliche Ertuechtigung	2.834.000,00	2.320.849,83	108.337,18	108.337,18	108.300,00	0,01	0,01	0	108.337,18	108.337,18	108.300,00	0			0	0	0	0			2690
Finanzunternehmen	UniCredit Bank Austria	UniCredit    53 266/683.522         (902-06/11/14)SZ-Glimpfingerstr.10a Zusch.L.Ooe.	Laufzeit von 2009 bis 2025	2	8530	Wohn- und Geschaeftsgebaeude	234.430,00	234.430,00	131.858,61	131.858,61	131.900,00	518,24	518,24	500	16.266,94	16.266,94	16.300,00	0			115.591,67	115.591,67	115.600,00	0			8530
Finanzunternehmen	UniCredit Bank Austria	UniCredit    53 510/380.297         (902-06/11/13)SZ-Glimpfingerstr.10a Zusch.L.Ooe.	Laufzeit von 2007 bis 2022	2	8530	Wohn- und Geschaeftsgebaeude	1.066.020,00	1.066.020,00	455.088,18	455.088,18	455.100,00	4,43	4,43	0	76.235,75	76.235,75	76.200,00	0			378.852,43	378.852,43	378.900,00	0			8530
Finanzunternehmen	UniCredit Bank Austria	UniCredit      53000 204 932          (902-06/11/12)	Laufzeit von 2003 bis 2019	1	1630	Freiwillige Feuerwehren	19.700.000,00	833.333,33	3.283.333,33	166.666,67	166.700,00	6.137,65	311,56	300	1.313.333,32	66.666,67	66.700,00	0			1.970.000,01	100.000,00	100.000,00	0			1630
Finanzunternehmen	UniCredit Bank Austria			1	2101	Allgemeinbildende Pflichtschulen -Gebaeudemanagement		833.333,33		166.666,67	166.700,00		311,56	300		66.666,67	66.700,00					100.000,00	100.000,00				2101
Finanzunternehmen	UniCredit Bank Austria			2	2690	Koerperliche Ertuechtigung		4.166.666,67		833.333,33	833.300,00		1.557,78	1.600,00		333.333,33	333.300,00					500.000,00	500.000,00				2690
Finanzunternehmen	UniCredit Bank Austria			2	3291	Linzer Veranstaltungsgesellschaft		333.333,33		66.666,67	66.700,00		124,62	100		26.666,67	26.700,00					40.000,00	40.000,00				3291
Finanzunternehmen	UniCredit Bank Austria			1	6121	"Gemeindestrazslig;en - Strazslig;enneubau"		3.333.333,33		666.666,67	666.700,00		1.246,22	1.200,00		266.666,66	266.700,00					400.000,00	400.000,00				6121
Finanzunternehmen	UniCredit Bank Austria			1	6510	Sonstige Schienenwege		833.333,33		166.666,67	166.700,00		311,56	300		66.666,67	66.700,00					100.000,00	100.000,00				6510
Finanzunternehmen	UniCredit Bank Austria			1	7890	Foerderung von Handel, Gewerbe und Industrie		833.333,33		166.666,67	166.700,00		311,56	300		66.666,67	66.700,00					100.000,00	100.000,00				7890
Finanzunternehmen	UniCredit Bank Austria			2	8530	Wohn- und Geschaeftsgebaeude		500.000,00		100.000,00	100.000,00		186,93	200		40.000,00	40.000,00					60.000,00	60.000,00				8530
Finanzunternehmen	UniCredit Bank Austria			2	8782	Seniorenzentren der Stadt Linz		1.750.000,00		350.000,00	350.000,00		654,27	700		140.000,00	140.000,00					210.000,00	210.000,00				8782
Finanzunternehmen	UniCredit Bank Austria			2	8994	Allgemeines oeffentliches Krankenhaus d.Stadt Linz		1.500.000,00		300.000,00	300.000,00		560,8	600		120.000,00	120.000,00					180.000,00	180.000,00				8994
Finanzunternehmen	UniCredit Bank Austria			1	9140	Beteiligungen		1.500.000,00		299.999,98	300.000,00		560,79	600		119.999,98	120.000,00					180.000,01	180.000,00				9140
Finanzunternehmen	UniCredit Bank Austria	UniCredit    53260 228 969          (902-06/11/18)	Laufzeit von 2010 bis 2036	1	610	Sonstige Subventionen	30.000.000,00	2.441.000,00	28.536.585,36	2.321.926,83	2.321.900,00	122.230,98	9.945,53	9.900,00	1.463.414,64	119.073,17	119.100,00	0			27.073.170,72	2.202.853,66	2.202.800,00	0			610
Finanzunternehmen	UniCredit Bank Austria			1	1620	Berufsfeuerwehr		650.000,00		618.292,68	618.300,00		2.648,34	2.600,00		31.707,32	31.700,00					586.585,37	586.600,00				1620
Finanzunternehmen	UniCredit Bank Austria			1	2290	"Sonst.Einrichtungen u.Mazslig;nahmen-berufsbildender Unterricht"		1.734.000,00		1.649.414,63	1.649.400,00		7.064,95	7.100,00		84.585,37	84.600,00					1.564.829,27	1.564.800,00				2290
Finanzunternehmen	UniCredit Bank Austria			1	2500	Schuelerhorte		245.000,00		233.048,78	233.000,00		998,22	1.000,00		11.951,22	12.000,00					221.097,56	221.000,00				2500
Finanzunternehmen	UniCredit Bank Austria			1	2620	Sportplaetze		472.000,00		448.975,61	449.000,00		1.923,10	1.900,00		23.024,39	23.000,00					425.951,22	426.000,00				2620
Finanzunternehmen	UniCredit Bank Austria			1	2700	Volkshochschule Linz		1.386.000,00		1.318.390,24	1.318.400,00		5.647,07	5.600,00		67.609,76	67.600,00					1.250.780,49	1.250.800,00				2700
Finanzunternehmen	UniCredit Bank Austria			1	2800	Foerderung von Universitaeten und Hochschulen		403.000,00		383.341,46	383.300,00		1.641,97	1.600,00		19.658,54	19.700,00					363.682,93	363.600,00				2800
Finanzunternehmen	UniCredit Bank Austria			1	2890	Naturkundliche Station		100.000,00		95.121,95	95.100,00		407,44	400		4.878,05	4.900,00					90.243,90	90.200,00				2890
Finanzunternehmen	UniCredit Bank Austria			1	3290	"Sonst.Einrichtungen u.Mazslig;nahmen-Musik u.darstellende Kunst"		6.891.000,00		6.554.853,66	6.554.900,00		28.076,46	28.100,00		336.146,34	336.100,00					6.218.707,31	6.218.800,00				3290
Finanzunternehmen	UniCredit Bank Austria			1	3400	Museen der Stadt Linz		1.736.000,00		1.651.317,07	1.651.300,00		7.073,10	7.100,00		84.682,93	84.700,00					1.566.634,15	1.566.600,00				3400
Finanzunternehmen	UniCredit Bank Austria			1	3500	ARS ELECTRONICA CENTER - Museum d. 21.Jahrhunderts		803.000,00		763.829,27	763.800,00		3.271,72	3.300,00		39.170,73	39.200,00					724.658,54	724.600,00				3500
Finanzunternehmen	UniCredit Bank Austria			1	3630	Altstadterhaltung und Ortsbildpflege		3.595.000,00		3.419.634,15	3.419.600,00		14.647,35	14.600,00		175.365,85	175.400,00					3.244.268,29	3.244.200,00				3630
Finanzunternehmen	UniCredit Bank Austria			1	4290	Volkshaeuser		2.144.000,00		2.039.414,63	2.039.400,00		8.735,44	8.700,00		104.585,37	104.600,00					1.934.829,27	1.934.800,00				4290
Finanzunternehmen	UniCredit Bank Austria			1	4300	Krabbelstuben		441.000,00		419.487,80	419.500,00		1.796,80	1.800,00		21.512,20	21.500,00					397.975,61	398.000,00				4300
Finanzunternehmen	UniCredit Bank Austria			1	4890	Foerderung des Wohnbaues und Altwohnhausbesitzes		125.000,00		118.902,44	118.900,00		509,3	500		6.097,56	6.100,00					112.804,88	112.800,00				4890
Finanzunternehmen	UniCredit Bank Austria			1	5110	Familienberatung		286.000,00		272.048,78	272.000,00		1.165,27	1.200,00		13.951,22	14.000,00					258.097,56	258.000,00				5110
Finanzunternehmen	UniCredit Bank Austria			1	6110	"Landesstrazslig;en"		89.000,00		84.658,54	84.700,00		362,62	400		4.341,46	4.300,00					80.317,07	80.400,00				6110
Finanzunternehmen	UniCredit Bank Austria			1	6120	"Gemeindestrazslig;en - Strazslig;enerhaltung"		1.999.000,00		1.901.487,80	1.901.500,00		8.144,66	8.100,00		97.512,20	97.500,00					1.803.975,61	1.804.000,00				6120
Finanzunternehmen	UniCredit Bank Austria			1	6121	"Gemeindestrazslig;en - Strazslig;enneubau"		4.460.000,00		4.242.439,04	4.242.400,00		18.171,64	18.200,00		217.560,96	217.600,00					4.024.878,03	4.024.800,00				6121
Finanzunternehmen	UniCredit Bank Austria	UniCredit     53507 655 529          (902-06/11/16)	Laufzeit von 2009 bis 2020	1	6100	"Bundesstrazslig;en"	20.000.000,00	292.500,00	7.000.000,00	136.500,00	136.500,00	209.263,11	4.080,63	4.100,00	2.000.000,00	39.000,00	39.000,00	0			5.000.000,00	97.500,00	97.500,00	0			6100
Finanzunternehmen	UniCredit Bank Austria			1	6110	"Landesstrazslig;en"		49.500,00		23.100,00	23.100,00		690,57	700		6.600,00	6.600,00					16.500,00	16.500,00				6110
Finanzunternehmen	UniCredit Bank Austria			1	6120	"Gemeindestrazslig;en - Strazslig;enerhaltung"		1.755.000,00		819.000,00	819.000,00		24.483,78	24.500,00		234.000,00	234.000,00					585.000,00	585.000,00				6120
Finanzunternehmen	UniCredit Bank Austria			1	6121	"Gemeindestrazslig;en - Strazslig;enneubau"		555.750,00		259.350,00	259.400,00		7.753,20	7.800,00		74.100,00	74.100,00					185.250,00	185.300,00				6121
Finanzunternehmen	UniCredit Bank Austria			1	6122	Bruecken		180.000,00		84.000,00	84.000,00		2.511,16	2.500,00		24.000,00	24.000,00					60.000,00	60.000,00				6122
Finanzunternehmen	UniCredit Bank Austria			1	6290	"Allgemeiner Wasserbau, sonstige Mazslig;nahmen"		17.250,00		8.050,00	8.100,00		240,65	200		2.300,00	2.300,00					5.750,00	5.800,00				6290
Finanzunternehmen	UniCredit Bank Austria			1	6390	Uferschutzbauten,Bachregulierung,Gewaesseraufsicht		12.000,00		5.600,00	5.600,00		167,41	200		1.600,00	1.600,00					4.000,00	4.000,00				6390
Finanzunternehmen	UniCredit Bank Austria			1	6400	"Einrichtungen und Mazslig;nahmen nach der StVO"		213.750,00		99.750,00	99.800,00		2.982,00	3.000,00		28.500,00	28.500,00					71.250,00	71.300,00				6400
Finanzunternehmen	UniCredit Bank Austria			1	8120	WC-Anlagen		27.750,00		12.950,00	13.000,00		387,14	400		3.700,00	3.700,00					9.250,00	9.300,00				8120
Finanzunternehmen	UniCredit Bank Austria			1	8150	oeffentliche Anlagen		331.500,00		154.700,00	154.700,00		4.624,71	4.600,00		44.200,00	44.200,00					110.500,00	110.500,00				8150
Finanzunternehmen	UniCredit Bank Austria			1	8151	Kinderspielplaetze		168.750,00		78.750,00	78.800,00		2.354,21	2.400,00		22.500,00	22.500,00					56.250,00	56.300,00				8151
Finanzunternehmen	UniCredit Bank Austria			1	8160	oeffentliche Beleuchtung und oeffentliche Uhren		765.000,00		357.000,00	357.000,00		10.672,42	10.700,00		102.000,00	102.000,00					255.000,00	255.000,00				8160
Finanzunternehmen	UniCredit Bank Austria			2	8530	Wohn- und Geschaeftsgebaeude		1.650.000,00		770.000,00	770.000,00		23.018,94	23.000,00		220.000,00	220.000,00					550.000,00	550.000,00				8530
Finanzunternehmen	UniCredit Bank Austria			2	8590	Maerkte		1.125.000,00		525.000,00	525.000,00		15.694,73	15.700,00		150.000,00	150.000,00					375.000,00	375.000,00				8590
Finanzunternehmen	UniCredit Bank Austria			1	9140	Beteiligungen		7.856.250,00		3.666.250,00	3.666.300,00		109.601,56	109.600,00		1.047.500,00	1.047.500,00					2.618.750,00	2.618.800,00				9140
Finanzunternehmen	UniCredit Bank Austria	UniCredit     800 133 810/03     (902-06/11/19)	Laufzeit von 2012 bis 2020	1	1630	Freiwillige Feuerwehren	20.896.479,05	166.666,67	3.775.255,42	30.110,78	30.100,00	18.801,52	149,96	100	1.351.033,29	10.775,61	10.800,00	0			2.424.222,13	19.335,17	19.300,00	0			1630
Finanzunternehmen	UniCredit Bank Austria			1	2101	Allgemeinbildende Pflichtschulen -Gebaeudemanagement		166.666,67		30.110,78	30.100,00		149,96	100		10.775,61	10.800,00					19.335,17	19.300,00				2101
Finanzunternehmen	UniCredit Bank Austria			2	2690	Koerperliche Ertuechtigung		1.346.483,50		243.261,99	243.300,00		1.211,49	1.200,00		87.055,05	87.100,00					156.206,94	156.200,00				2690
Finanzunternehmen	UniCredit Bank Austria			2	3291	Linzer Veranstaltungsgesellschaft		66.666,67		12.044,31	12.000,00		59,98	100		4.310,24	4.300,00					7.734,07	7.700,00				3291
Finanzunternehmen	UniCredit Bank Austria			1	6100	"Bundesstrazslig;en"		97.500,00		17.614,80	17.600,00		87,73	100		6.303,73	6.300,00					11.311,08	11.300,00				6100
Finanzunternehmen	UniCredit Bank Austria			1	6110	"Landesstrazslig;en"		16.500,00		2.980,97	3.000,00		14,85	0		1.066,78	1.100,00					1.914,18	1.900,00				6110
Finanzunternehmen	UniCredit Bank Austria			1	6120	"Gemeindestrazslig;en - Strazslig;enerhaltung"		585.000,00		105.688,83	105.700,00		526,35	500		37.822,38	37.800,00					67.866,45	67.900,00				6120
Finanzunternehmen	UniCredit Bank Austria			1	6121	"Gemeindestrazslig;en - Strazslig;enneubau"		851.916,67		153.911,24	153.900,00		766,51	800		55.079,51	55.100,00					98.831,73	98.800,00				6121
Finanzunternehmen	UniCredit Bank Austria			1	6122	Bruecken		60.000,00		10.839,88	10.800,00		53,98	100		3.879,22	3.900,00					6.960,66	6.900,00				6122
Finanzunternehmen	UniCredit Bank Austria			1	6290	"Allgemeiner Wasserbau, sonstige Mazslig;nahmen"		5.750,00		1.038,82	1.000,00		5,17	0		371,76	400					667,06	600				6290
Finanzunternehmen	UniCredit Bank Austria			1	6390	Uferschutzbauten,Bachregulierung,Gewaesseraufsicht		4.000,00		722,66	700		3,6	0		258,61	300					464,04	400				6390
Finanzunternehmen	UniCredit Bank Austria			1	6400	"Einrichtungen und Mazslig;nahmen nach der StVO"		71.250,00		12.872,36	12.900,00		64,11	100		4.606,57	4.600,00					8.265,79	8.300,00				6400
Finanzunternehmen	UniCredit Bank Austria			1	6510	Sonstige Schienenwege		166.666,67		30.110,78	30.100,00		149,96	100		10.775,61	10.800,00					19.335,17	19.300,00				6510
Finanzunternehmen	UniCredit Bank Austria			1	7890	Foerderung von Handel, Gewerbe und Industrie		166.666,67		30.110,78	30.100,00		149,96	100		10.775,61	10.800,00					19.335,17	19.300,00				7890
Finanzunternehmen	UniCredit Bank Austria			1	8120	WC-Anlagen		9.250,00		1.671,15	1.700,00		8,32	0		598,05	600					1.073,10	1.100,00				8120
Finanzunternehmen	UniCredit Bank Austria			1	8150	oeffentliche Anlagen		110.500,00		19.963,45	20.000,00		99,42	100		7.144,23	7.100,00					12.819,22	12.900,00				8150
Finanzunternehmen	UniCredit Bank Austria			1	8151	Kinderspielplaetze		56.250,00		10.162,39	10.200,00		50,61	100		3.636,77	3.600,00					6.525,62	6.600,00				8151
Finanzunternehmen	UniCredit Bank Austria			1	8160	oeffentliche Beleuchtung und oeffentliche Uhren		255.000,00		46.069,49	46.100,00		229,44	200		16.486,68	16.500,00					29.582,81	29.600,00				8160
Finanzunternehmen	UniCredit Bank Austria			2	8530	Wohn- und Geschaeftsgebaeude		650.000,00		117.432,03	117.400,00		584,83	600		42.024,86	42.000,00					75.407,17	75.400,00				8530
Finanzunternehmen	UniCredit Bank Austria			2	8590	Maerkte		375.000,00		67.749,25	67.700,00		337,4	300		24.245,11	24.200,00					43.504,14	43.500,00				8590
Finanzunternehmen	UniCredit Bank Austria			2	8782	Seniorenzentren der Stadt Linz		350.000,00		63.232,63	63.200,00		314,91	300		22.628,77	22.600,00					40.603,86	40.600,00				8782
Finanzunternehmen	UniCredit Bank Austria			2	8993	Immobilien Linz GmbH		6.541.500,00		1.181.817,92	1.181.800,00		5.885,69	5.900,00		422.931,74	422.900,00					758.886,18	758.900,00				8993
Finanzunternehmen	UniCredit Bank Austria			2	8994	Allgemeines oeffentliches Krankenhaus d.Stadt Linz		1.399.995,53		252.929,73	252.900,00		1.259,64	1.300,00		90.514,80	90.500,00					162.414,93	162.400,00				8994
Finanzunternehmen	UniCredit Bank Austria			1	9140	Beteiligungen		6.049.250,00		1.092.885,73	1.092.900,00		5.442,79	5.400,00		391.105,99	391.100,00					701.779,74	701.800,00				9140
Finanzunternehmen	UniCredit Bank Austria			1	9500	Aufgenommene Darlehen,Schuldendienst		1.328.000,00		239.922,67	239.900,00		1.194,86	1.200,00		85.860,00	85.900,00					154.062,68	154.000,00				9500
	UniCredit Bank Austria Ergebnis						153611729,1	143.715.250,00	95428560,31	95.428.560,31	95.428.900,00	778758,47	778.758,47	778.600,00	9201231,58	9.201.231,58	9.201.400,00	0	0	0	86227328,73	86.227.328,73	86.227.500,00	0	0	0	
Finanzunternehmen	Wuestenrot Versicherungs AG 	Schuldschein vom 22.1.2015     (902 06 22 04)	Laufzeit von 2015 bis 2055	1	610	Sonstige Subventionen	15.000.000,00	1.649.200,00	15.000.000,00	1.649.200,00	1.649.200,00	427.500,00	47.002,20	47.000,00	0						15.000.000,00	1.649.200,00	1.649.200,00	0			610
Finanzunternehmen	Wuestenrot Versicherungs AG 			1	1620	Berufsfeuerwehr		292.300,00		292.300,00	292.300,00		8.330,55	8.300,00								292.300,00	292.300,00				1620
Finanzunternehmen	Wuestenrot Versicherungs AG 			1	2100	Allgemeinbildende Pflichtschulen		72.600,00		72.600,00	72.600,00		2.069,10	2.100,00								72.600,00	72.600,00				2100
Finanzunternehmen	Wuestenrot Versicherungs AG 			1	2290	"Sonst.Einrichtungen u.Mazslig;nahmen-berufsbildender Unterricht"		500.000,00		500.000,00	500.000,00		14.250,00	14.300,00								500.000,00	500.000,00				2290
Finanzunternehmen	Wuestenrot Versicherungs AG 			1	2620	Sportplaetze		40.000,00		40.000,00	40.000,00		1.140,00	1.100,00								40.000,00	40.000,00				2620
Finanzunternehmen	Wuestenrot Versicherungs AG 			1	2690	Koerperliche Ertuechtigung		204.700,00		204.700,00	204.700,00		5.833,95	5.800,00								204.700,00	204.700,00				2690
Finanzunternehmen	Wuestenrot Versicherungs AG 			1	2700	Volkshochschule Linz		1.023.300,00		1.023.300,00	1.023.300,00		29.164,05	29.200,00								1.023.300,00	1.023.300,00				2700
Finanzunternehmen	Wuestenrot Versicherungs AG 			1	2730	Stadtbibliothek Linz		47.800,00		47.800,00	47.800,00		1.362,30	1.400,00								47.800,00	47.800,00				2730
Finanzunternehmen	Wuestenrot Versicherungs AG 			1	3290	"Sonst.Einrichtungen u.Mazslig;nahmen-Musik u.darstellende Kunst"		1.096.000,00		1.096.000,00	1.096.000,00		31.236,00	31.200,00								1.096.000,00	1.096.000,00				3290
Finanzunternehmen	Wuestenrot Versicherungs AG 			1	3400	Museen der Stadt Linz		1.500.000,00		1.500.000,00	1.500.000,00		42.750,00	42.800,00								1.500.000,00	1.500.000,00				3400
Finanzunternehmen	Wuestenrot Versicherungs AG 			1	3500	ARS ELECTRONICA CENTER - Museum d. 21.Jahrhunderts		500.000,00		500.000,00	500.000,00		14.250,00	14.300,00								500.000,00	500.000,00				3500
Finanzunternehmen	Wuestenrot Versicherungs AG 			1	3510	Kunst- und Kulturfoerderung		100.700,00		100.700,00	100.700,00		2.869,95	2.900,00								100.700,00	100.700,00				3510
Finanzunternehmen	Wuestenrot Versicherungs AG 			1	3630	Altstadterhaltung und Ortsbildpflege		1.171.900,00		1.171.900,00	1.171.900,00		33.399,15	33.400,00								1.171.900,00	1.171.900,00				3630
Finanzunternehmen	Wuestenrot Versicherungs AG 			1	4010	Soziales-, Jugend und Familie		164.900,00		164.900,00	164.900,00		4.699,65	4.700,00								164.900,00	164.900,00				4010
Finanzunternehmen	Wuestenrot Versicherungs AG 			1	4111	Geschlossene Sozialhilfe		1.349.300,00		1.349.300,00	1.349.300,00		38.455,05	38.500,00								1.349.300,00	1.349.300,00				4111
Finanzunternehmen	Wuestenrot Versicherungs AG 			1	4290	Volkshaeuser		203.000,00		203.000,00	203.000,00		5.785,50	5.800,00								203.000,00	203.000,00				4290
Finanzunternehmen	Wuestenrot Versicherungs AG 			1	4890	Foerderung des Wohnbaues und Altwohnhausbesitzes		541.000,00		541.000,00	541.000,00		15.418,50	15.400,00								541.000,00	541.000,00				4890
Finanzunternehmen	Wuestenrot Versicherungs AG 			1	6100	"Bundesstrazslig;en"		243.300,00		243.300,00	243.300,00		6.934,05	6.900,00								243.300,00	243.300,00				6100
Finanzunternehmen	Wuestenrot Versicherungs AG 			1	6110	"Landesstrazslig;en"		327.900,00		327.900,00	327.900,00		9.345,15	9.300,00								327.900,00	327.900,00				6110
Finanzunternehmen	Wuestenrot Versicherungs AG 			1	6120	"Gemeindestrazslig;en - Strazslig;enerhaltung"		609.479,76		609.479,76	609.500,00		17.370,17	17.400,00								609.479,76	609.500,00				6120
Finanzunternehmen	Wuestenrot Versicherungs AG 			1	6400	"Einrichtungen und Mazslig;nahmen nach der StVO"		304.900,00		304.900,00	304.900,00		8.689,65	8.700,00								304.900,00	304.900,00				6400
Finanzunternehmen	Wuestenrot Versicherungs AG 			1	7890	Foerderung von Handel, Gewerbe und Industrie		49.500,00		49.500,00	49.500,00		1.410,75	1.400,00								49.500,00	49.500,00				7890
Finanzunternehmen	Wuestenrot Versicherungs AG 			1	8150	oeffentliche Anlagen		500.000,00		500.000,00	500.000,00		14.250,00	14.300,00								500.000,00	500.000,00				8150
Finanzunternehmen	Wuestenrot Versicherungs AG 			2	8950	Design Center Linz		2.433.220,24		2.433.220,24	2.433.200,00		69.346,78	69.300,00								2.433.220,24	2.433.200,00				8950
Finanzunternehmen	Wuestenrot Versicherungs AG 			1	9510	Aufgenommene Anleihen,Schuldendienst		75.000,00		75.000,00	75.000,00		2.137,50	2.100,00								75.000,00	75.000,00				9510
	Wuestenrot Versicherungs AG  Ergebnis						15000000	15.000.000,00	15000000	15.000.000,00	15.000.000,00	427500	427.500,00	427.600,00	0	0	0	0	0	0	15000000	15.000.000,00	15.000.000,00	0	0	0	
